XLogP,LipinskiFailures,nRotB,nAtomLAC,nAtomP,nBase,nAcid,nRings5,nRings7,WTPT.2,WTPT.3,WTPT.4,TopoPSA,topoShape,geomShape,MDEC.11,MDEC.12,MDEC.13,MDEC.33,MDEC.44,MDEO.11,MDEO.12,MDEN.22,MDEN.23,khs.dCH2,khs.dsCH,khs.dssC,khs.aaaC,khs.sNH2,khs.dsN,khs.sssN,khs.sOH,khs.dO,khs.aaO,khs.dsssP,khs.ddssS,khs.sCl,khs.sBr,FMF,SC.3,SC.6,SCH.6,C1SP2,C4SP3,ATSc4,ATSc5,Wlambda2.unity,Weta1.unity,Weta2.unity,Weta3.unity,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,nHBDon,PPSA.3,RPCG,RPCS,RNCS,TPSA,y_var
3.1039999999999996,0,1,2,3,0,0,0,2,2.09200108963807,15.1898895776806,15.1898895776806,53.99,0.75,0.7710331054738321,0.14285714285714302,3.16303370403787,2.55930180191887,4.20685701919088,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.38095238095238104,2.08778887642766,0.0958191595217549,0.14725608117292002,1,0,-0.0964039081268078,0.0338517777037315,3.2119265882430796,0.500908978040097,0.43132352061129,0.43038643971763396,11.999,16.0949836101003,-0.31411108178784697,0.264344838649904,4.45036969490985,0,11.427167381372499,0.167131766408407,0.536119004295864,1.22173193179457,79.42436284004029,0.05
2.329,0,0,0,3,0,0,0,2,2.11385782567842,15.207511616967098,15.207511616967098,53.99,0.75,0.7372556093086301,0.0,1.54066956768309,1.9103196584195101,5.663796992429639,0.0,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.444444444444444,1.58480624047304,0.0958191595217549,0.155150609963817,1,0,-0.0970508402470848,0.0502678975250593,2.7768742306799306,0.5606035085019649,0.501450673283291,0.49066436876080105,11.999,16.0949825661834,-0.31673619900148103,0.26433351601289,4.39142496440541,0,14.1994299667885,0.172993751564915,0.9085501730015971,3.8550998173407502,137.340711512674,-2.76
4.181,0,2,3,3,0,0,0,2,2.0770256092735497,15.2520891397149,15.2520891397149,53.99,0.6,0.8097212850871809,0.595275394488075,3.8993158324707,4.32164028479362,4.81982026897884,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.33333333333333304,2.49603716689152,0.0958191595217549,0.14725608117292002,1,0,-0.0961595604030598,0.0336646689780367,2.99034376789615,0.5330247376151861,0.417430227841205,0.47800650074079903,11.999,16.0949846550706,-0.314096318331287,0.264352755880517,4.47001760305415,0,12.419838032893901,0.156571002263468,0.5022425816405061,1.07557711479629,75.0777566917963,-0.35
3.673,0,2,3,3,0,0,0,2,2.08848562490848,15.242680794974302,15.242680794974302,53.99,0.6,0.8210211502307071,0.125,3.46446742804574,2.34654204181021,4.20685701919088,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35555555555555607,2.08778887642766,0.0958191595217549,0.14725608117292002,1,0,-0.0962799119228115,0.0337568343850944,3.04117033193533,0.4897750022962771,0.41010156299257794,0.418163898361291,11.999,16.0949841324537,-0.31410377744820395,0.26434875069193603,4.460193386324519,0,11.957246678278802,0.16142977737759198,0.517828377999029,1.17454818395749,82.272249305443,0.83
6.244,1,4,3,6,0,0,0,2,2.0841548107163,17.6827495033548,15.163500406270002,53.99,1.0,0.8428580280259359,0.166666666666667,3.4344325033107,3.24621611613571,7.4624142305123,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.43103448275862105,2.8568815225535,0.0895762464275441,0.22176060213970397,1,0,-0.0942812230158324,0.0486221010878916,3.17568071837004,0.470823191540642,0.35134729720540897,0.481006775532834,11.999,34.9688539469738,-0.31441944153844303,0.267505385152898,5.08332493943713,0,15.896898705764402,0.132997952013636,0.07528691227836999,1.5983984422234498,71.1438609159558,1.37
4.242,0,1,0,3,0,0,0,2,2.0644039493224,20.067521625778802,15.0681762531749,53.99,1.0,0.7857590843620591,0.166666666666667,2.62117758965488,2.84485903233126,4.20685701919088,0.96548938460563,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.38095238095238104,2.87339839382171,0.210854729866001,0.13316424961244,1,0,-0.139074872188079,0.0459252004821264,3.78556144588317,0.521090579923321,0.496692059005309,0.49914301591394,11.999,78.91933770749709,-0.31439629399180297,0.289038508028585,5.9124682546596805,0,15.3649961650636,0.16172841592729098,1.86152745358803,1.97390353863439,88.25474165327351,-1.64
1.818,0,1,0,3,0,0,0,2,2.0644039493224,20.067521625778802,20.067521625778802,94.45,1.0,0.7907925905077628,0.166666666666667,2.62117758965488,2.84485903233126,4.20685701919088,0.96548938460563,0.9085602964160701,2.73081636407307,0.0,0.0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0.36363636363636404,2.87339839382171,0.210854729866001,0.13316424961244,1,0,-0.152148291668137,0.0477415456318379,3.76914084828169,0.524602984925529,0.456525912992195,0.499694747546866,11.999,16.0950268024696,-0.392341514275442,0.298799810947107,4.8564591018355,2,19.463986495834302,0.130508466924029,0.197007133861962,3.0403782837129,148.072891072419,-4.0
2.8569999999999998,0,0,0,5,0,0,0,2,2.0818465217974698,15.053101313229401,15.053101313229401,53.99,0.75,0.7358035903912841,0.47495712579649796,3.28730891119457,5.379422210190341,6.631975707865091,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.4,2.4204495689686802,0.0895762464275441,0.138427268806371,2,0,-0.11433643877258699,0.0610454467190939,3.4391090816859595,0.514349344315208,0.5175623008879611,0.5138961774594439,11.999,16.0949836101003,-0.31436457425664505,0.291446473390542,4.83547089063793,0,12.4079285337101,0.18158778589053198,0.7138363734688209,2.30369304426229,91.8916342048867,-0.89
3.342,0,2,2,3,0,0,0,2,2.07360801474375,21.0917670796766,15.147396996888,78.71,1.0,0.9147001408742459,0.368403149864039,3.4735846771480094,4.1183956949055895,6.631975707865091,0.33333333333333304,0.0,1.0162654963092301,1.0,0.0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0.340425531914894,2.36408224272676,0.0895762464275441,0.138427268806371,1,0,-0.0886244909458051,0.0905065760892794,3.2234928910823304,0.500435217653691,0.417100224581154,0.41252689186159097,11.999,16.0949861795594,-0.314402480087452,0.291067252178551,4.88479200973154,0,14.1618717814897,0.150140567951724,0.0236085919571302,1.68576778415562,76.37384364848121,-2.7
3.3810000000000002,0,0,2,5,0,0,0,2,2.07947434465492,15.1069845610343,15.1069845610343,53.99,1.0,0.6687391730380021,0.431527186998591,3.92166300044443,4.77836488566135,6.631975707865091,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0.37209302325581395,2.36408224272676,0.0895762464275441,0.138427268806371,1,0,-0.0947770133101537,0.0503744937336696,3.73232714422115,0.493277776569484,0.424628899770296,0.43290588564959204,11.999,16.0949841324537,-0.314367416178928,0.29170890097055296,4.992657529791661,0,11.782156364496801,0.177909559411819,0.335700943513972,2.25502544801469,76.376968878673,-0.36
3.608,0,1,2,3,0,0,0,2,2.07947434465492,15.1069845610343,15.1069845610343,53.99,1.0,0.75510488874809,0.431527186998591,3.92166300044443,4.77836488566135,6.631975707865091,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35555555555555607,2.36408224272676,0.0895762464275441,0.138427268806371,1,0,-0.0973599336587515,0.0385595418963993,3.4673903574266296,0.496616065817786,0.45192183913157896,0.465838663291334,11.999,16.0949841324537,-0.314395859031156,0.267461687905785,4.90228256001586,0,11.037976688538699,0.163394462450158,0.11818631649969198,1.95831324637679,71.8422026016792,-0.94
2.0380000000000003,0,0,0,5,0,0,0,2,2.0818465217974698,17.6219732678597,17.6219732678597,71.06,0.75,0.7852612314704279,0.166666666666667,2.3939589880347203,3.17057794420785,6.631975707865091,0.33333333333333304,0.33333333333333304,1.97662109037545,0.0,0.0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0.421052631578947,2.4204495689686802,0.0895762464275441,0.138427268806371,1,0,-0.0436213376034764,-0.0521339992909883,3.0935642873223705,0.507920084701575,0.39015478218611205,0.433719388862367,11.999,16.0950044551822,-0.31438345609317603,0.332118327076705,4.5112198170935,0,11.1467575959042,0.18527631259957197,0.9380971187581021,1.8177928348952201,147.415913689968,-2.47
5.315,1,4,5,3,0,0,0,2,2.0707078412221502,15.1541324028636,15.1541324028636,53.99,0.833333333333333,0.8683309297481491,0.34456667829134496,4.94862517870764,3.90176320567626,6.631975707865091,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.296296296296296,2.36408224272676,0.0895762464275441,0.138427268806371,1,0,-0.0973631978706941,0.0385694309826145,3.0750973332457594,0.4872522718130471,0.37702568377695,0.45346740714063793,11.999,16.094985701095702,-0.314405058128543,0.26748288904557804,5.03981583927536,0,13.246063537339802,0.148862689480996,0.0842675550622683,1.7541811096386901,70.41407057877309,1.02
6.191,1,5,4,6,0,0,0,2,2.08902792457848,15.1621114760486,15.1621114760486,53.99,1.0,0.931523211997802,0.166666666666667,3.62019787251444,3.1977831158598398,6.76393298413278,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.426229508196721,2.56820638795869,0.0895762464275441,0.240489341422337,1,0,-0.0966337895093257,0.0420676689599617,2.7734598030315096,0.467370866456075,0.360851556735252,0.49370080725685106,11.999,16.0949883207842,-0.314419852947948,0.26750264894613396,5.069485848716259,0,19.325962019481,0.130506845383137,0.119023664511979,1.51166408365445,71.0056553828905,0.63
5.053,1,3,2,6,0,0,0,2,2.09570472963429,15.1658424776768,15.1658424776768,53.99,1.0,0.860710714428225,0.166666666666667,3.45947745109722,3.2960679892134204,7.4925629648242,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.43636363636363595,2.56820638795869,0.0895762464275441,0.240489341422337,1,0,-0.0928266248936492,0.0216205378977003,2.8691144016467796,0.481963156070476,0.37996191326894996,0.466134081372348,11.999,16.0949872721148,-0.314413954368895,0.26750566714339896,5.09954218817192,0,19.505568684181398,0.137636843565077,0.6709164337931801,1.84298945607099,80.5545426159384,0.12
5.622000000000001,1,4,3,6,0,0,0,2,2.09223389673426,15.163355143258,15.163355143258,53.99,0.857142857142857,0.898603630374068,0.166666666666667,3.54386630568011,3.24394899915022,7.08457833300813,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.43103448275862105,2.56820638795869,0.0895762464275441,0.240489341422337,1,0,-0.0939209288945925,0.0431694895126621,3.15200016199153,0.470325024220675,0.35043224857036503,0.49215862174702296,11.999,16.094987796317,-0.314416910717928,0.26749884040399396,5.0795047485515,0,20.8963206574403,0.13398445412447402,0.809017036557105,1.7986407534311297,82.1738045543996,0.78
4.177,0,2,3,3,0,0,0,2,2.0765898472116002,15.1339261849368,15.1339261849368,53.99,0.8,0.818187490958606,0.39685026299204995,4.35698114512801,4.39639999196545,6.631975707865091,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.33333333333333304,2.36408224272676,0.0895762464275441,0.138427268806371,1,0,-0.0973631825229362,0.0385694734262635,3.2832550127890996,0.49307261091793897,0.41925187570628597,0.44451649895290596,11.999,16.0949846550706,-0.314398949350493,0.267475103986115,4.9808749759775095,0,11.7296910833449,0.15823443117845098,0.11445396792507401,1.9281841958258403,71.8422026016792,1.13
3.6310000000000002,0,2,2,0,0,0,1,1,2.07600043725038,12.4379903172268,12.4379903172268,36.92,0.8,0.8806673856643829,0.9183859021684458,4.7709048637605305,6.57795910362912,6.631975707865091,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306122448979592,2.35141397523983,0.0895762464275441,0.395991458404373,0,0,-0.10574064061115401,0.0197403128000745,4.01428164762506,0.46855853613259596,0.422519815497595,0.406660847737714,11.9966689875914,15.998972846981301,-0.35794786396116496,0.19396606143707,5.042956283132731,0,14.9469480170401,0.115387072039314,0.261271282426698,0.889171783447794,29.447146052263104,-4.0
