XLogP,MW,LipinskiFailures,nRotB,nAtomLAC,nAtomP,nBase,ALogP,nAcid,nSmallRings,nRings5,nRings7,tpsaEfficiency,WTPT.3,WTPT.5,topoShape,geomShape,MDEC.11,MDEC.12,MDEC.13,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.22,MDEN.23,khs.dCH2,khs.ssCH2,khs.dsCH,khs.dssC,khs.aaaC,khs.sNH2,khs.ssNH,khs.dsN,khs.aaN,khs.sssN,khs.sOH,khs.dO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,FMF,SC.3,SC.4,SC.6,SCH.6,C1SP2,C1SP3,C4SP3,ATSc4,ATSc5,Wlambda1.unity,Wlambda2.unity,Wnu1.unity,Weta1.unity,Weta2.unity,Weta3.unity,WD.unity,BCUTw.1l,BCUTc.1l,BCUTc.1h,BCUTp.1l,PNSA.1,PNSA.3,RPCG,RPCS,RNCS,y_var
3.1039999999999996,282.146723804001,0,1,2,3,0,0.2532,0,5,0,2,0.191354339586468,15.1898895776806,0.0,0.75,0.7710331054738321,0.14285714285714302,3.16303370403787,2.55930180191887,4.72501876935533,4.20685701919088,4.610539557408639,0.33333333333333304,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.38095238095238104,2.08778887642766,0.193041381743977,0.0958191595217549,0.14725608117292002,1,3,0,-0.0964039081268078,0.0338517777037315,1.05835940379308,3.2119265882430796,0.10597260515851802,0.500908978040097,0.43132352061129,0.43038643971763396,1.36261893836902,11.999,-0.31411108178784697,0.264344838649904,4.45036969490985,112.939912284857,-24.515965307708804,0.167131766408407,0.536119004295864,1.22173193179457,0.05
2.329,254.11542367599998,0,0,0,3,0,0.6021,0,5,0,2,0.21246250707252598,15.207511616967098,0.0,0.75,0.7372556093086301,0.0,1.54066956768309,1.9103196584195101,2.12570750104298,5.663796992429639,3.7062880231628,0.0,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.444444444444444,1.58480624047304,0.0680413817439772,0.0958191595217549,0.155150609963817,1,3,0,-0.0970508402470848,0.0502678975250593,1.19893500581503,2.7768742306799306,0.153407579934611,0.5606035085019649,0.501450673283291,0.49066436876080105,1.5527185505460601,11.999,-0.31673619900148103,0.26433351601289,4.39142496440541,146.177782572757,-34.5843964818885,0.172993751564915,0.9085501730015971,3.8550998173407502,-2.76
4.181,310.178023932001,0,2,3,3,0,1.3184,0,5,0,2,0.174061331991192,15.2520891397149,0.0,0.6,0.8097212850871809,0.595275394488075,3.8993158324707,4.32164028479362,4.72501876935533,4.81982026897884,5.19566378505571,0.33333333333333304,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33333333333333304,2.49603716689152,0.193041381743977,0.0958191595217549,0.14725608117292002,1,4,0,-0.0961595604030598,0.0336646689780367,1.14313230490974,2.99034376789615,0.0932091543206953,0.5330247376151861,0.417430227841205,0.47800650074079903,1.42846146619719,11.999,-0.314096318331287,0.264352755880517,4.47001760305415,103.81244843508699,-21.667231897626,0.156571002263468,0.5022425816405061,1.07557711479629,-0.35
3.673,296.162373868001,0,2,3,3,0,-0.0347999999999986,0,5,0,2,0.182298646836425,15.242680794974302,0.0,0.6,0.8210211502307071,0.125,3.46446742804574,2.34654204181021,5.34253213472472,4.20685701919088,4.610539557408639,0.33333333333333304,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35555555555555607,2.08778887642766,0.193041381743977,0.0958191595217549,0.14725608117292002,1,3,0,-0.0962799119228115,0.0337568343850944,1.02734144394791,3.04117033193533,0.0866873178128989,0.4897750022962771,0.41010156299257794,0.418163898361291,1.31804046365015,11.999,-0.31410377744820395,0.26434875069193603,4.460193386324519,109.045466404265,-23.7540459744738,0.16142977737759198,0.517828377999029,1.17454818395749,0.83
6.244,420.170351708001,1,4,3,6,0,2.8577,0,6,0,2,0.12849550136160198,17.6827495033548,0.0,1.0,0.8428580280259359,0.166666666666667,3.4344325033107,3.24621611613571,4.51117579081676,7.4624142305123,4.96708089736039,0.33333333333333304,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.43103448275862105,2.8568815225535,0.244818077040614,0.0895762464275441,0.22176060213970397,1,3,0,-0.0942812230158324,0.0486221010878916,1.25631115603589,3.17568071837004,0.0572950916906642,0.470823191540642,0.35134729720540897,0.481006775532834,1.30317726427889,11.999,-0.31441944153844303,0.267505385152898,5.08332493943713,251.584392930001,-35.3067154732131,0.132997952013636,0.07528691227836999,1.5983984422234498,1.37
4.242,437.96774794,0,1,0,3,0,2.0107,0,5,0,2,0.12327391743785801,20.067521625778802,0.0,1.0,0.7857590843620591,0.166666666666667,2.62117758965488,2.84485903233126,5.4547666337986795,4.20685701919088,7.04972637314253,0.96548938460563,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.38095238095238104,2.87339839382171,0.36266920723837204,0.210854729866001,0.13316424961244,1,4,0,-0.139074872188079,0.0459252004821264,1.22246391520532,3.78556144588317,0.122813792590956,0.521090579923321,0.496692059005309,0.49914301591394,1.51692565484257,11.999,-0.31439629399180297,0.289038508028585,5.9124682546596805,234.22976878141102,-40.1306421965467,0.16172841592729098,1.86152745358803,1.97390353863439,-1.64
1.818,314.136553044001,0,1,0,3,0,-0.687499999999999,0,5,0,2,0.300665424270988,20.067521625778802,0.0,1.0,0.7907925905077628,0.166666666666667,2.62117758965488,2.84485903233126,5.4547666337986795,4.20685701919088,7.04972637314253,0.96548938460563,0.9085602964160701,2.73081636407307,2.6207413942089,0.0,0.0,0,5,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.36363636363636404,2.87339839382171,0.36266920723837204,0.210854729866001,0.13316424961244,1,4,0,-0.152148291668137,0.0477415456318379,1.21430894341348,3.76914084828169,0.11606784126370599,0.524602984925529,0.456525912992195,0.499694747546866,1.4808236454645902,11.999,-0.392341514275442,0.298799810947107,4.8564591018355,136.548580196271,-35.7182167738263,0.130508466924029,0.197007133861962,3.0403782837129,-4.0
2.8569999999999998,280.131073740001,0,0,0,5,0,1.2901,0,5,0,2,0.192731207142375,15.053101313229401,0.0,0.75,0.7358035903912841,0.47495712579649796,3.28730891119457,5.379422210190341,3.13459129979334,6.631975707865091,5.19566378505571,0.33333333333333304,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,1,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,2.4204495689686802,0.244818077040614,0.0895762464275441,0.138427268806371,2,3,0,-0.11433643877258699,0.0610454467190939,1.26349295874311,3.4391090816859595,0.131190207311259,0.514349344315208,0.5175623008879611,0.5138961774594439,1.5458078226626102,11.999,-0.31436457425664505,0.291446473390542,4.83547089063793,150.904791412705,-30.4250113393341,0.18158778589053198,0.7138363734688209,2.30369304426229,-0.89
3.342,324.168521868001,0,2,2,3,0,0.477800000000002,0,5,0,2,0.24280580836917395,21.0917670796766,5.9443700827885495,1.0,0.9147001408742459,0.368403149864039,3.4735846771480094,4.1183956949055895,3.2678848906373705,6.631975707865091,5.19566378505571,0.33333333333333304,0.0,1.0162654963092301,2.6207413942089,1.0,0.0,0,5,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.340425531914894,2.36408224272676,0.244818077040614,0.0895762464275441,0.138427268806371,1,5,0,-0.0886244909458051,0.0905065760892794,1.1266520686989798,3.2234928910823304,0.0778718893125701,0.500435217653691,0.417100224581154,0.41252689186159097,1.33006233409644,11.999,-0.314402480087452,0.291067252178551,4.88479200973154,139.723085941646,-28.4520785302104,0.150140567951724,0.0236085919571302,1.68576778415562,-2.7
3.3810000000000002,294.146723804001,0,0,2,5,0,1.4899,0,5,0,2,0.183547854287764,15.1069845610343,0.0,1.0,0.6687391730380021,0.431527186998591,3.92166300044443,4.77836488566135,3.53952919598311,6.631975707865091,5.19566378505571,0.33333333333333304,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.37209302325581395,2.36408224272676,0.244818077040614,0.0895762464275441,0.138427268806371,1,4,0,-0.0947770133101537,0.0503744937336696,1.20616276552224,3.73232714422115,0.10826386445612801,0.493277776569484,0.424628899770296,0.43290588564959204,1.35081256198937,11.999,-0.314367416178928,0.29170890097055296,4.992657529791661,137.025455962378,-26.222168710309802,0.177909559411819,0.335700943513972,2.25502544801469,-0.36
3.608,296.162373868001,0,1,2,3,0,0.125000000000003,0,5,0,2,0.182298646836425,15.1069845610343,0.0,1.0,0.75510488874809,0.431527186998591,3.92166300044443,4.77836488566135,3.53952919598311,6.631975707865091,5.19566378505571,0.33333333333333304,0.0,1.0162654963092301,2.6207413942089,0.0,0.0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35555555555555607,2.36408224272676,0.244818077040614,0.0895762464275441,0.138427268806371,1,4,0,-0.0973599336587515,0.0385595418963993,1.03504574985461,3.4673903574266296,0.0918779677658144,0.496616065817786,0.45192183913157896,0.465838663291334,1.4143765682407001,11.999,-0.314395859031156,0.267461687905785,4.90228256001586,118.850507975813,-24.3530641439188,0.163394462450158,0.11818631649969198,1.95831324637679,-0.94
