XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomLAC,nAtomP,nBase,ALogP,nAcid,nSmallRings,nRings5,nRings7,tpsaEfficiency,WTPT.2,WTPT.3,WTPT.4,WTPT.5,TopoPSA,topoShape,geomShape,MDEC.11,MDEC.12,MDEC.13,MDEC.22,MDEC.33,MDEC.44,MDEO.11,MDEO.12,MDEN.22,MDEN.23,khs.dCH2,khs.ssCH2,khs.dsCH,khs.dssC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.dsN,khs.aaN,khs.sssN,khs.sOH,khs.dO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,FMF,SC.3,SC.4,SC.6,VC.3,VC.6,SCH.6,SCH.7,C1SP2,C1SP3,C4SP3,ATSc4,ATSc5,Wlambda1.unity,Wlambda2.unity,Wnu1.unity,Weta1.unity,Weta2.unity,Weta3.unity,WD.unity,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,nHBDon,PPSA.3,PNSA.3,DPSA.1,RPCG,RPCS,RNCS,TPSA,y_var
3.608,296.162373868001,0,1,2.67,2,3,0,0.125000000000003,0,5,0,2,0.182298646836425,2.07947434465492,15.1069845610343,15.1069845610343,0.0,53.99,1.0,0.75510488874809,0.431527186998591,3.92166300044443,4.77836488566135,3.20884415994143,6.631975707865091,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35555555555555607,2.36408224272676,0.244818077040614,0.0895762464275441,1.41676391897762,0.0386222999659658,0.138427268806371,0.526910126545923,1,4,0,-0.0973599336587515,0.0385595418963993,1.03504574985461,3.4673903574266296,0.0918779677658144,0.496616065817786,0.45192183913157896,0.465838663291334,1.4143765682407001,11.999,16.0949841324537,-0.314395859031156,0.267461687905785,4.90228256001586,0,11.037976688538699,-24.3530641439188,266.128927899801,0.163394462450158,0.11818631649969198,1.95831324637679,71.8422026016792,1.4
5.8839999999999995,352.224974124001,1,5,3.11,6,3,0,-0.483400000000003,0,5,0,2,0.15328271407862398,2.0679596045777697,15.1575001058514,15.1575001058514,0.0,53.99,1.0,0.8069038737329829,0.32424965862401395,5.16492298358262,3.72561284464846,9.561161109299482,6.631975707865091,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,9,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.280701754385965,2.36408224272676,0.244818077040614,0.0895762464275441,1.41676391897762,0.0386222999659658,0.138427268806371,0.526910126545923,1,4,0,-0.0973631978706951,0.0385694309825952,0.9554991427259659,3.0070083590220897,0.0450139521548805,0.48345793312030205,0.36156366395379796,0.466187013132406,1.31120861020651,11.999,16.0949862245043,-0.31440808104187,0.26748674712793397,5.0496371370832405,0,16.5766930268158,-26.573955819652,385.44411342649596,0.144581466034498,0.763877878311083,1.8779769393987802,80.35816035016559,0.86
4.685,324.193673996001,0,2,2.89,3,3,0,0.996999999999999,0,5,0,2,0.16653625388343,2.0661285566562597,15.138727667049501,15.138727667049501,0.0,53.99,0.8,0.8050417574740479,0.9531842929969371,4.54615554668197,7.004430672363441,3.20884415994143,8.04717859695025,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.313725490196078,2.77233053319062,0.244818077040614,0.0895762464275441,1.82501220944148,0.0386222999659658,0.138427268806371,0.526910126545923,1,5,0,-0.0973663476105031,0.0385791531605612,1.2789242746571399,3.00705045053192,0.0965568785704977,0.48588729515151596,0.439398039366222,0.503831929947563,1.4291172644653,11.999,16.0949851779512,-0.314401962258266,0.267488678771385,5.05946885479638,0,11.4379599655858,-25.2982968581533,283.54635935777003,0.15383539980404698,0.22738204591588396,1.87451121605573,79.47103676214641,-0.55
5.8229999999999995,352.224974124001,1,4,3.11,5,3,0,1.1578,0,5,0,2,0.15328271407862398,2.06123310717313,15.1553327733918,15.1553327733918,0.0,53.99,0.833333333333333,0.868295387864625,0.827605714964634,5.5932439208107105,5.9070016829720995,6.0252476112692,7.08457833300813,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,7,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.280701754385965,2.77233053319062,0.244818077040614,0.0895762464275441,1.82501220944148,0.0386222999659658,0.138427268806371,0.526910126545923,1,5,0,-0.0973631978811164,0.0385694308981264,1.0439831728576299,3.12090853341246,0.0544751975944764,0.48221626003574697,0.379992404397204,0.516685867038903,1.37889453147185,11.999,16.0949862245043,-0.31440802580987,0.26748681139937097,5.05946749910785,0,15.893727419587801,-24.935401831594895,377.621834062137,0.14497655591852,0.7614059685359241,1.91222901701498,75.8946689565,-0.04
4.1160000000000005,310.178023932001,0,1,2.78,3,3,0,0.9346,0,5,0,2,0.174061331991192,2.06853616521735,15.1165875252598,15.1165875252598,0.0,53.99,1.0,0.7738840427093829,1.03647389205951,3.7722323173544705,7.876890297127759,2.40685194967073,8.90736109320038,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33333333333333304,2.67244392368325,0.244818077040614,0.0895762464275441,1.7284711669781296,0.0386222999659658,0.138427268806371,0.521812809349471,1,5,0,-0.09700580497290302,0.0383304868835776,1.1310595894381499,3.31697927093589,0.094751406545898,0.518167207095616,0.45905550255328603,0.517731191432447,1.4949539010813502,11.999,16.0949846550706,-0.31439889227212897,0.267729988467882,5.05946962788295,0,10.7993460012387,-23.0325141183531,266.806399265579,0.15868413812979598,0.144721662413073,1.93182170580173,71.1195708415066,-0.04
5.254,338.209324060001,1,3,3.0,4,3,0,1.4458,0,5,0,2,0.159634865626655,2.06364739113543,15.1497977379444,15.1497977379444,0.0,53.99,1.0,0.96164879379858,0.8848579141499341,5.13076952761332,6.3826382760385405,4.487850595948901,7.4925629648242,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,6,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.296296296296296,2.77233053319062,0.244818077040614,0.0895762464275441,1.82501220944148,0.0386222999659658,0.138427268806371,0.526910126545923,1,5,0,-0.0973632130285525,0.0385693891853677,1.04177430537138,3.15136164063516,0.0630522109849473,0.505638747230149,0.40698636847085295,0.514625029254706,1.4272501449557098,11.999,16.094985701095702,-0.314405002952824,0.267483099383994,5.05946812560976,0,12.560151838935,-23.038976905447,332.051846343342,0.14928089704424,0.136145804119918,1.8190778523154199,70.57847241308009,0.07
5.74,406.154701644001,1,4,3.22,3,6,0,2.4423,0,6,0,2,0.132929644249995,2.0934315385557,17.820024511730498,15.300630499504098,0.0,53.99,0.857142857142857,0.756396782785621,0.0,2.06726261285032,1.69208837690545,15.055477212419401,4.70209616031129,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,8,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.45454545454545503,2.5805881562544,0.193041381743977,0.0958191595217549,1.5340868776509602,0.0422266475214358,0.230589414506254,0.665342384656571,1,2,0,-0.0943083903731558,0.0226832674065701,1.31542171372156,3.22697396945669,0.0676679276062613,0.495890855664609,0.42505335818004397,0.485878111346334,1.40682232519099,11.999,34.9688539033301,-0.31412406566187895,0.264379063018443,4.472998633028441,0,17.1796069159979,-37.0441046884479,185.26534746902803,0.13495033137357101,0.305568427369989,0.9818851336416851,82.2792524390666,0.1
4.5489999999999995,358.17802393200105,0,3,3.22,2,6,0,1.9385,0,6,0,2,0.150735099287526,2.10614650466913,15.3052197106444,15.3052197106444,0.0,53.99,0.833333333333333,0.809724372963037,0.0,2.0815912553816203,1.76638776450072,15.7007833487306,4.548854739162099,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,7,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46153846153846206,2.2919130216595898,0.193041381743977,0.0958191595217549,1.34510464114634,0.0422266475214358,0.24931815378888603,0.595252269873062,1,2,0,-0.11319932805222802,0.0430836154712007,1.37643205755359,2.65209445470577,0.0777760581650222,0.499218523366568,0.345990100661218,0.451566873151144,1.2967754971789298,11.999,16.094986748177302,-0.314106917339335,0.264368565773298,4.47502610231629,0,17.7738569341054,-27.755840336684198,254.361004512075,0.139508853116659,0.315890301395711,0.991409780599207,85.5053653887612,-2.0
4.242,310.178023932001,0,3,2.78,4,3,0,-0.3228,0,5,0,2,0.174061331991192,2.0848766494653,15.269076403621199,15.269076403621199,0.0,53.99,0.8,0.9658498878919959,0.111111111111111,3.6862082726157497,2.1798065437387,7.8282569803524105,4.20685701919088,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,8,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33333333333333304,2.08778887642766,0.193041381743977,0.0958191595217549,1.22725351094859,0.0422266475214358,0.14725608117292002,0.523083486224359,1,3,0,-0.0962803486376389,0.0337586757514844,0.9958181246128941,3.0189120350918,0.0720647043603301,0.48483244157624106,0.417350337173049,0.43774082378444606,1.33992360253374,11.999,16.0949846550706,-0.314106704511049,0.264352596413739,4.46510498068936,0,19.609573453274397,-23.427294377276603,340.674937310054,0.15632640045628102,4.50328910537271,1.23264142626541,105.50770582708799,-0.74
2.965,354.16785317200106,0,5,2.67,3,3,0,0.498300000000001,0,5,0,2,0.22670041699410604,2.06786383531175,20.6284273289767,20.6284273289767,0.0,80.29,0.833333333333333,0.8974101414726751,0.0909090909090909,3.12291915001374,2.33943418712403,6.982049286795791,4.548854739162099,0.33333333333333304,0.111111111111111,2.15939800304,0.0,0.0,0,8,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.313725490196078,2.3764640110224704,0.193041381743977,0.0958191595217549,1.28617907604747,0.0422266475214358,0.14725608117292002,0.523083486224359,2,4,0,-0.13338710121031,-0.20155869385928601,0.941421104775237,2.94859071073429,0.0500381669956374,0.456252260259817,0.409505821198499,0.40731726881444297,1.2730753502727599,11.999,16.095028435717403,-0.316354084807289,0.26477318810644696,4.34494266234689,0,16.2933795378305,-35.0155336605632,292.10407410861,0.12328089853224301,0.348931620858494,2.0649746188961897,127.27648036597401,0.37
3.1039999999999996,282.146723804001,0,1,2.56,2,3,0,0.2532,0,5,0,2,0.191354339586468,2.09200108963807,15.1898895776806,15.1898895776806,0.0,53.99,0.75,0.7710331054738321,0.14285714285714302,3.16303370403787,2.55930180191887,4.6912807751671,4.20685701919088,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,6,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.38095238095238104,2.08778887642766,0.193041381743977,0.0958191595217549,1.22725351094859,0.0422266475214358,0.14725608117292002,0.523083486224359,1,3,0,-0.0964039081268078,0.0338517777037315,1.05835940379308,3.2119265882430796,0.10597260515851802,0.500908978040097,0.43132352061129,0.43038643971763396,1.36261893836902,11.999,16.0949836101003,-0.31411108178784697,0.264344838649904,4.45036969490985,0,11.427167381372499,-24.515965307708804,252.94331992098802,0.167131766408407,0.536119004295864,1.22173193179457,79.42436284004029,0.05
2.329,254.11542367599998,0,0,2.34,0,3,0,0.6021,0,5,0,2,0.21246250707252598,2.11385782567842,15.207511616967098,15.207511616967098,0.0,53.99,0.75,0.7372556093086301,0.0,1.54066956768309,1.9103196584195101,3.58146532877398,5.663796992429639,0.0,0.0,1.0162654963092301,0.0,0.0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.444444444444444,1.58480624047304,0.0680413817439772,0.0958191595217549,0.9733196172628741,0.0422266475214358,0.155150609963817,0.507279460729735,1,3,0,-0.0970508402470848,0.0502678975250593,1.19893500581503,2.7768742306799306,0.153407579934611,0.5606035085019649,0.501450673283291,0.49066436876080105,1.5527185505460601,11.999,16.0949825661834,-0.31673619900148103,0.26433351601289,4.39142496440541,0,14.1994299667885,-34.5843964818885,170.170092943299,0.172993751564915,0.9085501730015971,3.8550998173407502,137.340711512674,-2.76
4.181,310.178023932001,0,2,2.78,3,3,0,1.3184,0,5,0,2,0.174061331991192,2.0770256092735497,15.2520891397149,15.2520891397149,0.0,53.99,0.6,0.8097212850871809,0.595275394488075,3.8993158324707,4.32164028479362,4.6912807751671,4.81982026897884,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,6,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33333333333333304,2.49603716689152,0.193041381743977,0.0958191595217549,1.63550180141245,0.0422266475214358,0.14725608117292002,0.523083486224359,1,4,0,-0.0961595604030598,0.0336646689780367,1.14313230490974,2.99034376789615,0.0932091543206953,0.5330247376151861,0.417430227841205,0.47800650074079903,1.42846146619719,11.999,16.0949846550706,-0.314096318331287,0.264352755880517,4.47001760305415,0,12.419838032893901,-21.667231897626,310.968298977097,0.156571002263468,0.5022425816405061,1.07557711479629,75.0777566917963,-0.35
3.673,296.162373868001,0,2,2.67,3,3,0,-0.0347999999999986,0,5,0,2,0.182298646836425,2.08848562490848,15.242680794974302,15.242680794974302,0.0,53.99,0.6,0.8210211502307071,0.125,3.46446742804574,2.34654204181021,6.15928232077634,4.20685701919088,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,7,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35555555555555607,2.08778887642766,0.193041381743977,0.0958191595217549,1.22725351094859,0.0422266475214358,0.14725608117292002,0.523083486224359,1,3,0,-0.0962799119228115,0.0337568343850944,1.02734144394791,3.04117033193533,0.0866873178128989,0.4897750022962771,0.41010156299257794,0.418163898361291,1.31804046365015,11.999,16.0949841324537,-0.31410377744820395,0.26434875069193603,4.460193386324519,0,11.957246678278802,-23.7540459744738,282.471983757628,0.16142977737759198,0.517828377999029,1.17454818395749,82.272249305443,0.83
6.244,420.170351708001,1,4,3.33,3,6,0,2.8577,0,6,0,2,0.12849550136160198,2.0841548107163,17.6827495033548,15.163500406270002,0.0,53.99,1.0,0.8428580280259359,0.166666666666667,3.4344325033107,3.24621611613571,12.9948809020123,7.4624142305123,0.33333333333333304,0.0,1.0162654963092301,0.0,0.0,0,7,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.43103448275862105,2.8568815225535,0.244818077040614,0.0895762464275441,1.7235972856799902,0.0386222999659658,0.22176060213970397,0.669169024978135,1,3,0,-0.0942812230158324,0.0486221010878916,1.25631115603589,3.17568071837004,0.0572950916906642,0.470823191540642,0.35134729720540897,0.481006775532834,1.30317726427889,11.999,34.9688539469738,-0.31441944153844303,0.267505385152898,5.08332493943713,0,15.896898705764402,-35.3067154732131,180.558235382553,0.132997952013636,0.07528691227836999,1.5983984422234498,71.1438609159558,1.37
4.242,437.96774794,0,1,2.34,0,3,0,2.0107,0,5,0,2,0.12327391743785801,2.0644039493224,20.067521625778802,15.0681762531749,0.0,53.99,1.0,0.7857590843620591,0.166666666666667,2.62117758965488,2.84485903233126,3.20884415994143,4.20685701919088,0.96548938460563,0.0,1.0162654963092301,0.0,0.0,0,5,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.38095238095238104,2.87339839382171,0.36266920723837204,0.210854729866001,2.4102877030884997,0.14074967530564803,0.13316424961244,0.5340216098678979,1,4,0,-0.139074872188079,0.0459252004821264,1.22246391520532,3.78556144588317,0.122813792590956,0.521090579923321,0.496692059005309,0.49914301591394,1.51692565484257,11.999,78.91933770749709,-0.31439629399180297,0.289038508028585,5.9124682546596805,0,15.3649961650636,-40.1306421965467,104.286951644242,0.16172841592729098,1.86152745358803,1.97390353863439,88.25474165327351,-1.64
1.818,314.136553044001,0,1,2.34,0,3,0,-0.687499999999999,0,5,0,2,0.300665424270988,2.0644039493224,20.067521625778802,20.067521625778802,0.0,94.45,1.0,0.7907925905077628,0.166666666666667,2.62117758965488,2.84485903233126,3.20884415994143,4.20685701919088,0.96548938460563,0.9085602964160701,2.73081636407307,0.0,0.0,0,5,0,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.36363636363636404,2.87339839382171,0.36266920723837204,0.210854729866001,1.6136337049067602,0.0602183697296899,0.13316424961244,0.5340216098678979,1,4,0,-0.152148291668137,0.0477415456318379,1.21430894341348,3.76914084828169,0.11606784126370599,0.524602984925529,0.456525912992195,0.499694747546866,1.4808236454645902,11.999,16.0950268024696,-0.392341514275442,0.298799810947107,4.8564591018355,2,19.463986495834302,-35.7182167738263,209.12151397668302,0.130508466924029,0.197007133861962,3.0403782837129,148.072891072419,-4.0
