khs.dssC,SC.6,nAtomLAC,khs.sCl,khs.dsssP,nRings7,MDEN.22,khs.sNH2,RPCS,ATSc4,BCUTc.1l,ATSc5,nAcid,BCUTp.1l,C4SP3,RNCS,Weta1.unity,LipinskiFailures,khs.dsN,Weta2.unity,khs.aaO,Weta3.unity,Wlambda2.unity,BCUTw.1l,khs.dsCH,khs.aaaC,geomShape,MDEN.23,topoShape,nBase,khs.dCH2
0,0.21282167670885702,0,0,0,2,0.0,1,0.0,-0.0623298862601538,-0.338955919853159,0.07093027649345401,0,5.11339170287092,0,1.34326546266502,0.413295608871025,1,0,0.37214241892129496,0,0.4227262913382321,3.67020877548525,11.9989999999999,0,0,0.9460284290845241,0.0,0.833333333333333,0,0
0,0.21282167670885702,0,0,0,2,0.0,1,0.0,0.0160479051005767,-0.33905322110709896,-0.008900008572799541,0,5.69166950599625,0,1.37856119966117,0.41111215894628494,1,0,0.370432945705759,0,0.42355463676666794,3.66086912163027,11.999,0,0,0.945628336521114,0.0,0.833333333333333,0,0
0,0.228113628298213,0,0,0,2,0.5,0,0.0,-0.10760424815131901,-0.328458431484486,0.0875426425173269,0,6.47910161490703,0,1.62852564685776,0.32956499268659195,1,0,0.42798350763785,0,0.38718863754616295,4.51825011837633,11.999,0,0,0.862265930015893,0.0,0.833333333333333,0,0
0,0.228113628298213,0,0,0,2,1.5,0,0.7349850503710441,-0.22148723379056603,-0.328415007719294,0.16764108061839403,0,6.33059298663902,0,1.66339577325302,0.336853524122788,0,0,0.4289654291296379,0,0.381315608804523,4.55473532858826,11.999,0,0,0.860201758030759,0.0,0.833333333333333,0,0
0,0.0895762464275441,0,0,0,2,0.0,0,0.0,-0.153638758092294,-0.35490946779558596,0.11580760724758,0,4.96929436756709,0,2.3345062997122996,0.47340023126500397,0,0,0.471671398425486,0,0.541534516908293,4.16115010312516,11.999,0,0,0.8116947782335558,0.0,1.0,0,0
0,0.0895762464275441,2,0,0,2,0.0,0,0.0,-0.138315428350991,-0.351972720042101,0.0975351824917399,0,5.04814323568292,0,0.783351457070622,0.450533972513007,0,0,0.413379941024028,0,0.42399440894067897,4.22232999822638,11.999,0,0,0.780796175021024,0.0,0.8,0,0
0,0.0895762464275441,4,0,0,2,0.0,0,0.0,0.00120354017929478,-0.348669962305296,0.0305843746008487,0,5.3133939480156,0,3.29875175346256,0.505379265912417,1,0,0.447407834091532,0,0.44266840982456995,2.9268024533040102,11.999,0,0,0.963666946275778,0.0,1.0,0,0
0,0.0895762464275441,2,0,0,2,0.0,0,0.0,0.00120373820705688,-0.348664385253638,0.0305839323886309,0,5.872596307616531,0,3.4984893208676,0.5063993035363621,0,0,0.47461462346760497,0,0.467638609989442,3.2206924361739397,11.999,0,0,0.803599276272191,0.0,1.0,0,0
0,0.0895762464275441,3,0,0,2,0.0,0,0.0,-0.138180400622479,-0.35196757974907206,0.0974106791266456,0,5.10708644657933,0,0.710538524972837,0.451424798842567,0,0,0.46263943204913505,0,0.536050263564782,5.16343103235931,11.999,0,0,0.778015075801912,0.0,0.8,0,0
0,0.0958191595217549,2,0,0,2,0.0,0,0.0,-0.13490149005316002,-0.352262665812885,0.0940449673966865,0,4.96954972797949,0,3.25223051714569,0.427952236864066,0,0,0.3723195192587829,0,0.36870313817402794,4.14425005672793,11.996675639724,0,0,0.79759742598887,0.0,0.8,0,0
0,0.0895762464275441,2,0,0,2,0.0,0,0.0,-0.13817981386319597,-0.35196506439271896,0.0974086625248177,0,5.08743938473545,0,0.69274139839414,0.46029123728526794,0,0,0.501875666904511,0,0.5304883008596389,4.672056128851009,11.999,0,0,0.763922462781417,0.0,0.8,0,0
0,0.0895762464275441,3,0,0,2,0.0,0,3.06581942617804,0.0167713142007132,-0.395782659387678,-0.0423078664671153,0,4.1103198652874,0,7.01338471696082,0.4445323002629051,0,0,0.39756588284079103,0,0.42898991165291994,4.08170052775246,11.999,0,0,0.872448435097132,0.0,1.0,0,0
0,0.0895762464275441,4,0,0,2,0.0,0,0.0,0.0125656255575644,-0.345402966765896,0.0280387236173516,0,5.284317642176441,0,0.997207494351463,0.426261038544855,1,0,0.394418825795589,0,0.443279207892455,4.06111819879054,11.999,0,0,0.8434570604009008,0.0,1.0,0,0
1,0.0895762464275441,2,0,0,2,0.0,0,0.819232421300102,0.0919572061316511,-0.341548855177508,-0.12156611870964801,0,4.153879438625419,0,0.7043910453110601,0.396368547713281,0,0,0.3809380267930271,0,0.365668411956424,4.06747530030274,11.999,0,0,0.812547352646264,0.0,1.0,0,0
1,0.0895762464275441,3,0,0,2,0.0,0,1.5993933616511202,-0.321977774596343,-0.351204206036445,0.357113602847894,0,4.0164037580077006,0,0.548926476949353,0.40352279862119605,0,0,0.390796943749853,0,0.354154704486015,4.17325749014521,11.999,0,0,0.797643511082045,0.0,1.0,0,0
1,0.0895762464275441,0,0,0,2,0.0,0,2.19327454855484,-0.18952042730274302,-0.347129779580254,0.124546674228181,0,4.4328352418287995,0,0.32650464457926004,0.41720253948044894,0,0,0.334360522213889,0,0.390573448634903,3.44152557868968,11.85,0,0,0.913949963250347,0.0,0.875,0,0
1,0.0895762464275441,4,0,0,2,0.0,0,3.26418695850882,-0.18484784965721202,-0.35171868554293,-0.044534360032812005,0,4.02625964273993,0,0.518826112114658,0.38710184577036405,0,0,0.3606662559759621,0,0.360488184777375,3.85548155358352,11.999,0,0,0.961809263950275,0.0,0.857142857142857,0,0
0,0.0895762464275441,0,0,0,2,0.0,0,0.0,-0.142467970893109,-0.351156132091342,0.10097346114568499,0,6.41800699500906,1,0.11395662376905401,0.44976043872810795,1,0,0.376779830688336,0,0.6147413033788559,3.59644822397371,11.999,0,0,0.7778327775499229,0.0,1.0,0,0
1,0.0958191595217549,3,0,0,2,0.0,0,0.676279731749074,-0.0381121592858899,-0.34898329518769605,-0.206802285611952,0,4.343692870664309,0,2.8026854342724703,0.452909185987766,0,0,0.426560587354325,0,0.39883989872427,2.9833340230182004,11.999,0,0,0.8948521080263969,0.0,0.833333333333333,0,0
0,0.0958191595217549,3,1,0,2,0.0,0,0.0,0.00110092553593885,-0.348964793798111,0.018788733052906997,0,6.05276280965032,0,3.55541479331683,0.468583366622944,1,0,0.45391866211493703,0,0.47664109655854503,3.17014951854383,11.999,0,0,0.754564802727098,0.0,0.857142857142857,0,0
0,0.0958191595217549,4,0,0,2,0.0,0,0.0,-0.000866073630288036,-0.348948453351092,0.0299262956301563,0,5.277381850032509,0,4.14984483255921,0.46962984029245897,0,0,0.437233080057497,0,0.42915494949986205,3.09435162275423,11.999,0,0,0.9524300905389929,0.0,0.8,0,0
0,0.0958191595217549,0,0,0,2,0.0,0,0.0,-0.000989709954504752,-0.348942688577514,0.0300180483524364,0,5.72854736735474,0,4.51411982784979,0.485817889964494,0,0,0.454949315801832,0,0.42351878221317296,3.30559518766657,11.999,0,0,0.763077227851928,0.0,0.75,0,0
0,0.0958191595217549,3,0,0,2,0.0,0,0.0510540438670985,-0.000745210555384106,-0.348948406037956,0.0298335992330034,0,6.05552734375,0,4.117735566718149,0.519024537451795,0,0,0.43796791262487894,0,0.469583123721166,3.07830485789171,11.999,0,0,0.808117308776879,0.0,0.6,0,0
0,0.0958191595217549,3,0,0,2,0.0,0,0.184663935581965,-0.000865636955178834,-0.348945579965088,0.0299244532977623,0,5.42777057467893,0,4.301271847248921,0.475009315367906,0,0,0.43247642892333205,0,0.410068880186164,3.12921765767982,11.999,0,0,0.8141116012158119,0.0,0.6,0,0
0,0.0958191595217549,4,0,0,2,0.0,0,0.0,0.00141379124851212,-0.34896521464447,0.0322841855345356,0,6.56712613236297,0,3.1978951571130403,0.4585526420250471,1,0,0.370937307176666,0,0.4735515496907079,2.58925138912606,11.999,0,0,0.955609654845601,0.0,0.857142857142857,0,0
0,0.0958191595217549,2,0,0,2,0.0,0,0.0,-0.0178463912536369,-0.348959672565993,0.0387645499348267,0,6.595325423426809,0,3.28358720292558,0.472936062589567,0,0,0.37174087980419607,0,0.441217892363419,2.69337791269374,11.999,0,0,0.813181259561764,0.0,0.833333333333333,0,0
0,0.0895762464275441,0,0,0,2,0.0,0,3.62850700602557,0.0844273937892872,-0.375059741943351,-0.0870381988314859,0,3.77551415324273,0,1.6214247784275502,0.48782457970615506,0,0,0.435849756402391,0,0.461725047275762,4.00265530551886,11.999,0,0,0.7393974353983921,0.0,0.6,0,0
0,0.0895762464275441,0,0,0,2,0.0,0,3.5822310272560496,-0.17738468948658898,-0.395301695255171,0.08475662999077,0,3.8247013833567296,0,3.5997329203523396,0.475508108218346,0,0,0.44535681536155797,0,0.478839398280494,3.9871681858537,11.999,0,0,0.702155528628571,0.0,0.6,0,0
1,0.0895762464275441,0,0,0,2,0.0,0,3.09328499118542,-0.0877686007167538,-0.363980852427719,0.0658638252320641,0,5.301969811726111,0,5.25860215091267,0.510827953632325,0,0,0.5084568173474451,0,0.48525813967127895,3.84479384302118,11.999,0,0,0.800710817501487,0.0,0.75,0,1
